AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress
1607,240,Park,National Park - Seven Mile Beach,"Main Street, Seven Mile Beach, Grand Cayman"
1608,240,Beach,Paradise Beach - Seven Mile Beach,"Main Street, Seven Mile Beach, Grand Cayman"
1609,240,Market,Night Market - Seven Mile Beach,"Main Street, Seven Mile Beach, Grand Cayman"
1610,242,Beach,Sunset Cove - Kingston,"Main Street, Kingston, Jamaica"
1611,242,Museum,Art Gallery - Kingston,"Main Street, Kingston, Jamaica"
1612,242,Temple,Sacred Shrine - Kingston,"Main Street, Kingston, Jamaica"
1613,242,Museum,Art Gallery - Kingston,"Main Street, Kingston, Jamaica"
1614,241,Temple,Cathedral - Bluefields,"Main Street, Bluefields, Jamaica"
1615,241,Temple,Grand Mosque - Bluefields,"Main Street, Bluefields, Jamaica"
1616,241,Market,Local Bazaar - Bluefields,"Main Street, Bluefields, Jamaica"
1617,241,Beach,Crystal Bay - Bluefields,"Main Street, Bluefields, Jamaica"
1618,244,Beach,Crystal Bay - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico"
1619,244,Market,Night Market - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico"
1620,244,Beach,Crystal Bay - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico"
1621,244,Park,Botanical Garden - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico"
1622,246,Temple,Sacred Shrine - San Juan,"Main Street, San Juan, Puerto Rico"
1623,246,Beach,Crystal Bay - San Juan,"Main Street, San Juan, Puerto Rico"
1624,246,Museum,Cultural Heritage Center - San Juan,"Main Street, San Juan, Puerto Rico"
1625,246,Market,Farmers' Market - San Juan,"Main Street, San Juan, Puerto Rico"
1626,243,Museum,Art Gallery - Carolina,"Main Street, Carolina, Puerto Rico"
1627,243,Park,National Park - Carolina,"Main Street, Carolina, Puerto Rico"
1628,243,Park,Wildlife Reserve - Carolina,"Main Street, Carolina, Puerto Rico"
1629,243,Temple,Sacred Shrine - Carolina,"Main Street, Carolina, Puerto Rico"
1630,248,Museum,History Museum - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten"
1631,248,Beach,Golden Sand Beach - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten"
1632,248,Museum,History Museum - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten"
1633,248,Park,Wildlife Reserve - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten"
1634,250,Museum,Cultural Heritage Center - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten"
1635,250,Temple,Cathedral - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten"
1636,250,Temple,Sacred Shrine - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten"
1637,250,Market,Local Bazaar - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten"
1638,247,Temple,Grand Mosque - Maho,"Main Street, Maho, St Martin / St Maarten"
1639,247,Market,Farmers' Market - Maho,"Main Street, Maho, St Martin / St Maarten"
1640,247,Museum,Science Museum - Maho,"Main Street, Maho, St Martin / St Maarten"
1641,247,Beach,Sunset Cove - Maho,"Main Street, Maho, St Martin / St Maarten"
1642,252,Market,Night Market - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago"
1643,252,Museum,History Museum - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago"
1644,252,Market,Flea Market - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago"
1645,252,Temple,Cathedral - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago"
1646,254,Museum,Cultural Heritage Center - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago"
1647,254,Temple,Sacred Shrine - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago"
1648,254,Market,Local Bazaar - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago"
1649,254,Market,Farmers' Market - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago"
1650,251,Temple,Ancient Temple - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago"
1651,251,Park,Wildlife Reserve - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago"
1652,251,Temple,Ancient Temple - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago"
1653,251,Museum,History Museum - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago"
1654,256,Beach,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands"
1655,256,Museum,History Museum - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands"
1656,256,Beach,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands"
1657,256,Beach,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands"
1658,255,Museum,Science Museum - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands"
1659,255,Temple,Cathedral - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands"
1660,255,Market,Night Market - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands"
1661,255,Beach,Golden Sand Beach - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands"
1662,258,Beach,Paradise Beach - Caye Caulker,"Main Street, Caye Caulker, Belize"
1663,258,Temple,Ancient Temple - Caye Caulker,"Main Street, Caye Caulker, Belize"
1664,258,Market,Local Bazaar - Caye Caulker,"Main Street, Caye Caulker, Belize"
1665,258,Market,Night Market - Caye Caulker,"Main Street, Caye Caulker, Belize"
1666,260,Beach,Paradise Beach - San Ignacio,"Main Street, San Ignacio, Belize"
1667,260,Museum,Cultural Heritage Center - San Ignacio,"Main Street, San Ignacio, Belize"
1668,260,Park,Wildlife Reserve - San Ignacio,"Main Street, San Ignacio, Belize"
1669,260,Temple,Sacred Shrine - San Ignacio,"Main Street, San Ignacio, Belize"
1670,257,Park,Botanical Garden - belize,"Main Street, belize, Belize"
1671,257,Temple,Cathedral - belize,"Main Street, belize, Belize"
1672,257,Museum,Science Museum - belize,"Main Street, belize, Belize"
1673,257,Beach,Golden Sand Beach - belize,"Main Street, belize, Belize"
1674,269,Temple,Grand Mosque - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica"
1675,269,Museum,History Museum - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica"
1676,269,Park,Wildlife Reserve - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica"
1677,269,Park,National Park - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica"
1678,277,Temple,Grand Mosque - Playa Samara,"Main Street, Playa Samara, Costa Rica"
1679,277,Park,Wildlife Reserve - Playa Samara,"Main Street, Playa Samara, Costa Rica"
1680,277,Museum,History Museum - Playa Samara,"Main Street, Playa Samara, Costa Rica"
1681,277,Beach,Paradise Beach - Playa Samara,"Main Street, Playa Samara, Costa Rica"
1682,261,Museum,Art Gallery - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica"
1683,261,Park,Eco Park - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica"
1684,261,Market,Farmers' Market - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica"
1685,261,Museum,Science Museum - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica"
1686,286,Market,Flea Market - El Remate,"Main Street, El Remate, Guatemala"
1687,286,Market,Night Market - El Remate,"Main Street, El Remate, Guatemala"
1688,286,Market,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala"
1689,286,Market,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala"
1690,289,Museum,History Museum - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala"
1691,289,Beach,Paradise Beach - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala"
1692,289,Market,Flea Market - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala"
1693,289,Beach,Paradise Beach - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala"
1694,287,Beach,Crystal Bay - Guatemala,"Main Street, Guatemala, Guatemala"
1695,287,Market,Farmers' Market - Guatemala,"Main Street, Guatemala, Guatemala"
1696,287,Temple,Ancient Temple - Guatemala,"Main Street, Guatemala, Guatemala"
1697,287,Museum,Science Museum - Guatemala,"Main Street, Guatemala, Guatemala"
1698,291,Temple,Sacred Shrine - Roatan,"Main Street, Roatan, Honduras"
1699,291,Park,Eco Park - Roatan,"Main Street, Roatan, Honduras"
1700,291,Park,National Park - Roatan,"Main Street, Roatan, Honduras"
1701,291,Temple,Grand Mosque - Roatan,"Main Street, Roatan, Honduras"
1702,290,Market,Flea Market - goprohonduras,"Main Street, goprohonduras, Honduras"
1703,290,Park,Eco Park - goprohonduras,"Main Street, goprohonduras, Honduras"
1704,290,Park,Eco Park - goprohonduras,"Main Street, goprohonduras, Honduras"
1705,290,Museum,Cultural Heritage Center - goprohonduras,"Main Street, goprohonduras, Honduras"
1706,293,Market,Flea Market - Leon,"Main Street, Leon, Nicaragua"
1707,293,Temple,Cathedral - Leon,"Main Street, Leon, Nicaragua"
1708,293,Park,Eco Park - Leon,"Main Street, Leon, Nicaragua"
1709,293,Temple,Sacred Shrine - Leon,"Main Street, Leon, Nicaragua"
1710,295,Temple,Sacred Shrine - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua"
1711,295,Beach,Golden Sand Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua"
1712,295,Beach,Paradise Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua"
1713,295,Museum,Science Museum - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua"
1714,292,Museum,Cultural Heritage Center - Granada,"Main Street, Granada, Nicaragua"
1715,292,Park,Eco Park - Granada,"Main Street, Granada, Nicaragua"
1716,292,Beach,Golden Sand Beach - Granada,"Main Street, Granada, Nicaragua"
1717,292,Park,Wildlife Reserve - Granada,"Main Street, Granada, Nicaragua"
1718,297,Museum,History Museum - Colon,"Main Street, Colon, Panama"
1719,297,Beach,Golden Sand Beach - Colon,"Main Street, Colon, Panama"
1720,297,Beach,Paradise Beach - Colon,"Main Street, Colon, Panama"
1721,297,Park,Botanical Garden - Colon,"Main Street, Colon, Panama"
1722,300,Museum,History Museum - Penonome,"Main Street, Penonome, Panama"
1723,300,Temple,Ancient Temple - Penonome,"Main Street, Penonome, Panama"
1724,300,Park,National Park - Penonome,"Main Street, Penonome, Panama"
1725,300,Beach,Crystal Bay - Penonome,"Main Street, Penonome, Panama"
1726,298,Temple,Sacred Shrine - Panama,"Main Street, Panama, Panama"
1727,298,Market,Flea Market - Panama,"Main Street, Panama, Panama"
1728,298,Market,Flea Market - Panama,"Main Street, Panama, Panama"
1729,298,Museum,Cultural Heritage Center - Panama,"Main Street, Panama, Panama"
1730,310,Museum,Cultural Heritage Center - Antigonish,"Main Street, Antigonish, Canada"
1731,310,Temple,Grand Mosque - Antigonish,"Main Street, Antigonish, Canada"
1732,310,Temple,Sacred Shrine - Antigonish,"Main Street, Antigonish, Canada"
1733,310,Beach,Golden Sand Beach - Antigonish,"Main Street, Antigonish, Canada"
1734,547,Museum,Art Gallery - Trail,"Main Street, Trail, Canada"
1735,547,Temple,Sacred Shrine - Trail,"Main Street, Trail, Canada"
1736,547,Temple,Cathedral - Trail,"Main Street, Trail, Canada"
1737,547,Museum,History Museum - Trail,"Main Street, Trail, Canada"
1738,440,Temple,Cathedral - Montr̩al,"Main Street, Montr̩al, Canada"
1739,440,Beach,Golden Sand Beach - Montr̩al,"Main Street, Montr̩al, Canada"
1740,440,Park,National Park - Montr̩al,"Main Street, Montr̩al, Canada"
1741,440,Beach,Golden Sand Beach - Montr̩al,"Main Street, Montr̩al, Canada"
1742,584,Park,Eco Park - Greenland,"Main Street, Greenland, Greenland"
1743,584,Beach,Paradise Beach - Greenland,"Main Street, Greenland, Greenland"
1744,584,Park,Botanical Garden - Greenland,"Main Street, Greenland, Greenland"
1745,584,Park,National Park - Greenland,"Main Street, Greenland, Greenland"
1746,604,Park,National Park - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico"
1747,604,Temple,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico"
1748,604,Market,Flea Market - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico"
1749,604,Temple,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico"
1750,634,Temple,Grand Mosque - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico"
1751,634,Museum,Art Gallery - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico"
1752,634,Temple,Ancient Temple - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico"
1753,634,Park,Botanical Garden - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico"
1754,633,Beach,Paradise Beach - Tulum,"Main Street, Tulum, Mexico"
1755,633,Temple,Ancient Temple - Tulum,"Main Street, Tulum, Mexico"
1756,633,Museum,History Museum - Tulum,"Main Street, Tulum, Mexico"
1757,633,Temple,Sacred Shrine - Tulum,"Main Street, Tulum, Mexico"
1758,1217,Market,Night Market - Incline Village,"Main Street, Incline Village, United States"
1759,1217,Museum,Art Gallery - Incline Village,"Main Street, Incline Village, United States"
1760,1217,Beach,Crystal Bay - Incline Village,"Main Street, Incline Village, United States"
1761,1217,Museum,Science Museum - Incline Village,"Main Street, Incline Village, United States"
1762,1785,Market,Local Bazaar - Safety Harbor,"Main Street, Safety Harbor, United States"
1763,1785,Museum,History Museum - Safety Harbor,"Main Street, Safety Harbor, United States"
1764,1785,Park,National Park - Safety Harbor,"Main Street, Safety Harbor, United States"
1765,1785,Museum,Science Museum - Safety Harbor,"Main Street, Safety Harbor, United States"
1766,1021,Temple,Sacred Shrine - Evansville,"Main Street, Evansville, United States"
1767,1021,Park,Wildlife Reserve - Evansville,"Main Street, Evansville, United States"
1768,1021,Museum,Art Gallery - Evansville,"Main Street, Evansville, United States"
1769,1021,Beach,Golden Sand Beach - Evansville,"Main Street, Evansville, United States"
1770,2159,Temple,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina"
1771,2159,Temple,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina"
1772,2159,Park,Eco Park - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina"
1773,2159,Park,Wildlife Reserve - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina"
1774,2157,Temple,Sacred Shrine - Province of Cordoba,"Main Street, Province of Cordoba, Argentina"
1775,2157,Park,Eco Park - Province of Cordoba,"Main Street, Province of Cordoba, Argentina"
1776,2157,Market,Local Bazaar - Province of Cordoba,"Main Street, Province of Cordoba, Argentina"
1777,2157,Temple,Sacred Shrine - Province of Cordoba,"Main Street, Province of Cordoba, Argentina"
1778,2148,Park,Wildlife Reserve - Argentina,"Main Street, Argentina, Argentina"
1779,2148,Park,Wildlife Reserve - Argentina,"Main Street, Argentina, Argentina"
1780,2148,Market,Flea Market - Argentina,"Main Street, Argentina, Argentina"
1781,2148,Beach,Crystal Bay - Argentina,"Main Street, Argentina, Argentina"
1782,2161,Market,Local Bazaar - Cochabamba,"Main Street, Cochabamba, Bolivia"
1783,2161,Temple,Grand Mosque - Cochabamba,"Main Street, Cochabamba, Bolivia"
1784,2161,Park,Botanical Garden - Cochabamba,"Main Street, Cochabamba, Bolivia"
1785,2161,Park,Wildlife Reserve - Cochabamba,"Main Street, Cochabamba, Bolivia"
1786,2162,Market,Flea Market - La Paz,"Main Street, La Paz, Bolivia"
1787,2162,Park,Botanical Garden - La Paz,"Main Street, La Paz, Bolivia"
1788,2162,Temple,Ancient Temple - La Paz,"Main Street, La Paz, Bolivia"
1789,2162,Museum,Art Gallery - La Paz,"Main Street, La Paz, Bolivia"
1790,2163,Temple,Ancient Temple - Santa Cruz,"Main Street, Santa Cruz, Bolivia"
1791,2163,Park,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia"
1792,2163,Market,Farmers' Market - Santa Cruz,"Main Street, Santa Cruz, Bolivia"
1793,2163,Park,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia"
1794,2183,Temple,Cathedral - Jericoacoara,"Main Street, Jericoacoara, Brazil"
1795,2183,Park,National Park - Jericoacoara,"Main Street, Jericoacoara, Brazil"
1796,2183,Beach,Golden Sand Beach - Jericoacoara,"Main Street, Jericoacoara, Brazil"
1797,2183,Temple,Sacred Shrine - Jericoacoara,"Main Street, Jericoacoara, Brazil"
1798,2213,Park,Botanical Garden - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil"
1799,2213,Temple,Ancient Temple - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil"
1800,2213,Beach,Paradise Beach - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil"
1801,2213,Museum,Science Museum - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil"
1802,2212,Beach,Golden Sand Beach - Sorocaba,"Main Street, Sorocaba, Brazil"
1803,2212,Market,Night Market - Sorocaba,"Main Street, Sorocaba, Brazil"
1804,2212,Park,Botanical Garden - Sorocaba,"Main Street, Sorocaba, Brazil"
1805,2212,Temple,Grand Mosque - Sorocaba,"Main Street, Sorocaba, Brazil"
1806,2228,Market,Night Market - Valparaiso,"Main Street, Valparaiso, Chile"
1807,2228,Market,Local Bazaar - Valparaiso,"Main Street, Valparaiso, Chile"
1808,2228,Park,Wildlife Reserve - Valparaiso,"Main Street, Valparaiso, Chile"
1809,2228,Museum,Science Museum - Valparaiso,"Main Street, Valparaiso, Chile"
1810,2227,Temple,Cathedral - Valdivia,"Main Street, Valdivia, Chile"
1811,2227,Temple,Cathedral - Valdivia,"Main Street, Valdivia, Chile"
1812,2227,Beach,Golden Sand Beach - Valdivia,"Main Street, Valdivia, Chile"
1813,2227,Park,Eco Park - Valdivia,"Main Street, Valdivia, Chile"
1814,2218,Market,Night Market - Chile,"Main Street, Chile, Chile"
1815,2218,Temple,Cathedral - Chile,"Main Street, Chile, Chile"
1816,2218,Park,Eco Park - Chile,"Main Street, Chile, Chile"
1817,2218,Market,Farmers' Market - Chile,"Main Street, Chile, Chile"
1818,2231,Temple,Grand Mosque - Cali,"Main Street, Cali, Colombia"
1819,2231,Beach,Paradise Beach - Cali,"Main Street, Cali, Colombia"
1820,2231,Beach,Sunset Cove - Cali,"Main Street, Cali, Colombia"
1821,2231,Temple,Ancient Temple - Cali,"Main Street, Cali, Colombia"
1822,2235,Museum,Science Museum - Popayan,"Main Street, Popayan, Colombia"
1823,2235,Beach,Golden Sand Beach - Popayan,"Main Street, Popayan, Colombia"
1824,2235,Beach,Paradise Beach - Popayan,"Main Street, Popayan, Colombia"
1825,2235,Museum,Cultural Heritage Center - Popayan,"Main Street, Popayan, Colombia"
1826,2230,Beach,Crystal Bay - Bogota,"Main Street, Bogota, Colombia"
1827,2230,Temple,Ancient Temple - Bogota,"Main Street, Bogota, Colombia"
1828,2230,Beach,Crystal Bay - Bogota,"Main Street, Bogota, Colombia"
1829,2230,Museum,Science Museum - Bogota,"Main Street, Bogota, Colombia"
1830,2238,Market,Night Market - Cuenca,"Main Street, Cuenca, Ecuador"
1831,2238,Market,Farmers' Market - Cuenca,"Main Street, Cuenca, Ecuador"
1832,2238,Market,Local Bazaar - Cuenca,"Main Street, Cuenca, Ecuador"
1833,2238,Temple,Sacred Shrine - Cuenca,"Main Street, Cuenca, Ecuador"
1834,2239,Temple,Sacred Shrine - Guayaquil,"Main Street, Guayaquil, Ecuador"
1835,2239,Museum,Science Museum - Guayaquil,"Main Street, Guayaquil, Ecuador"
1836,2239,Park,National Park - Guayaquil,"Main Street, Guayaquil, Ecuador"
1837,2239,Beach,Golden Sand Beach - Guayaquil,"Main Street, Guayaquil, Ecuador"
1838,2243,Market,Night Market - Tena,"Main Street, Tena, Ecuador"
1839,2243,Temple,Grand Mosque - Tena,"Main Street, Tena, Ecuador"
1840,2243,Park,Eco Park - Tena,"Main Street, Tena, Ecuador"
1841,2243,Beach,Golden Sand Beach - Tena,"Main Street, Tena, Ecuador"
1842,2246,Park,Botanical Garden - Cusco,"Main Street, Cusco, Peru"
1843,2246,Market,Farmers' Market - Cusco,"Main Street, Cusco, Peru"
1844,2246,Market,Night Market - Cusco,"Main Street, Cusco, Peru"
1845,2246,Beach,Crystal Bay - Cusco,"Main Street, Cusco, Peru"
1846,2248,Market,Flea Market - Santa Lucia,"Main Street, Santa Lucia, Peru"
1847,2248,Temple,Ancient Temple - Santa Lucia,"Main Street, Santa Lucia, Peru"
1848,2248,Park,Wildlife Reserve - Santa Lucia,"Main Street, Santa Lucia, Peru"
1849,2248,Market,Farmers' Market - Santa Lucia,"Main Street, Santa Lucia, Peru"
1850,2245,Market,Flea Market - Aguas Calientes,"Main Street, Aguas Calientes, Peru"
1851,2245,Park,Wildlife Reserve - Aguas Calientes,"Main Street, Aguas Calientes, Peru"
1852,2245,Beach,Sunset Cove - Aguas Calientes,"Main Street, Aguas Calientes, Peru"
1853,2245,Museum,Art Gallery - Aguas Calientes,"Main Street, Aguas Calientes, Peru"
1854,2249,Market,Flea Market - Paramaribo,"Main Street, Paramaribo, Suriname"
1855,2249,Temple,Grand Mosque - Paramaribo,"Main Street, Paramaribo, Suriname"
1856,2249,Beach,Paradise Beach - Paramaribo,"Main Street, Paramaribo, Suriname"
1857,2249,Park,Botanical Garden - Paramaribo,"Main Street, Paramaribo, Suriname"
1858,2251,Park,Wildlife Reserve - Punta del Este,"Main Street, Punta del Este, Uruguay"
1859,2251,Temple,Ancient Temple - Punta del Este,"Main Street, Punta del Este, Uruguay"
1860,2251,Museum,History Museum - Punta del Este,"Main Street, Punta del Este, Uruguay"
1861,2251,Museum,Art Gallery - Punta del Este,"Main Street, Punta del Este, Uruguay"
1862,2250,Market,Farmers' Market - Montevideo,"Main Street, Montevideo, Uruguay"
1863,2250,Temple,Ancient Temple - Montevideo,"Main Street, Montevideo, Uruguay"
1864,2250,Temple,Grand Mosque - Montevideo,"Main Street, Montevideo, Uruguay"
1865,2250,Museum,History Museum - Montevideo,"Main Street, Montevideo, Uruguay"
1866,2252,Temple,Ancient Temple - Caracas,"Main Street, Caracas, Venezuela"
1867,2252,Temple,Sacred Shrine - Caracas,"Main Street, Caracas, Venezuela"
1868,2252,Museum,History Museum - Caracas,"Main Street, Caracas, Venezuela"
1869,2252,Park,Botanical Garden - Caracas,"Main Street, Caracas, Venezuela"
1870,2253,Museum,History Museum - Asia,"Main Street, Asia, Asia"
1871,2253,Temple,Grand Mosque - Asia,"Main Street, Asia, Asia"
1872,2253,Museum,History Museum - Asia,"Main Street, Asia, Asia"
1873,2253,Park,Botanical Garden - Asia,"Main Street, Asia, Asia"
1874,2254,Beach,Crystal Bay - Yerevan,"Main Street, Yerevan, Armenia"
1875,2254,Park,Botanical Garden - Yerevan,"Main Street, Yerevan, Armenia"
1876,2254,Market,Flea Market - Yerevan,"Main Street, Yerevan, Armenia"
1877,2254,Temple,Cathedral - Yerevan,"Main Street, Yerevan, Armenia"
1878,2255,Park,National Park - Aktau,"Main Street, Aktau, Kazakhstan"
1879,2255,Market,Local Bazaar - Aktau,"Main Street, Aktau, Kazakhstan"
1880,2255,Park,Botanical Garden - Aktau,"Main Street, Aktau, Kazakhstan"
1881,2255,Temple,Ancient Temple - Aktau,"Main Street, Aktau, Kazakhstan"
1882,2256,Museum,Science Museum - Almaty,"Main Street, Almaty, Kazakhstan"
1883,2256,Beach,Paradise Beach - Almaty,"Main Street, Almaty, Kazakhstan"
1884,2256,Beach,Crystal Bay - Almaty,"Main Street, Almaty, Kazakhstan"
1885,2256,Temple,Grand Mosque - Almaty,"Main Street, Almaty, Kazakhstan"
1886,2260,Park,Botanical Garden - Kaztsik,"Main Street, Kaztsik, Kazakhstan"
1887,2260,Market,Farmers' Market - Kaztsik,"Main Street, Kaztsik, Kazakhstan"
1888,2260,Beach,Sunset Cove - Kaztsik,"Main Street, Kaztsik, Kazakhstan"
1889,2260,Temple,Ancient Temple - Kaztsik,"Main Street, Kaztsik, Kazakhstan"
1890,2261,Temple,Sacred Shrine - Bishkek,"Main Street, Bishkek, Kyrgyzstan"
1891,2261,Beach,Golden Sand Beach - Bishkek,"Main Street, Bishkek, Kyrgyzstan"
1892,2261,Museum,Science Museum - Bishkek,"Main Street, Bishkek, Kyrgyzstan"
1893,2261,Temple,Cathedral - Bishkek,"Main Street, Bishkek, Kyrgyzstan"
1894,2263,Temple,Grand Mosque - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia"
1895,2263,Temple,Grand Mosque - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia"
1896,2263,Temple,Cathedral - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia"
1897,2263,Market,Night Market - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia"
1898,2262,Museum,History Museum - Mongolia,"Main Street, Mongolia, Mongolia"
1899,2262,Temple,Sacred Shrine - Mongolia,"Main Street, Mongolia, Mongolia"
1900,2262,Museum,History Museum - Mongolia,"Main Street, Mongolia, Mongolia"
1901,2262,Beach,Crystal Bay - Mongolia,"Main Street, Mongolia, Mongolia"
1902,2264,Park,Wildlife Reserve - Ashgabat,"Main Street, Ashgabat, Turkmenistan"
1903,2264,Beach,Sunset Cove - Ashgabat,"Main Street, Ashgabat, Turkmenistan"
1904,2264,Temple,Ancient Temple - Ashgabat,"Main Street, Ashgabat, Turkmenistan"
1905,2264,Market,Flea Market - Ashgabat,"Main Street, Ashgabat, Turkmenistan"
1906,2265,Beach,Paradise Beach - Tavaksay,"Main Street, Tavaksay, Uzbekistan"
1907,2265,Park,Botanical Garden - Tavaksay,"Main Street, Tavaksay, Uzbekistan"
1908,2265,Temple,Grand Mosque - Tavaksay,"Main Street, Tavaksay, Uzbekistan"
1909,2265,Beach,Sunset Cove - Tavaksay,"Main Street, Tavaksay, Uzbekistan"
1910,2266,Market,Night Market - Beijing,"Main Street, Beijing, China"
1911,2266,Market,Local Bazaar - Beijing,"Main Street, Beijing, China"
1912,2266,Beach,Crystal Bay - Beijing,"Main Street, Beijing, China"
1913,2266,Park,Wildlife Reserve - Beijing,"Main Street, Beijing, China"
1914,2271,Museum,History Museum - China,"Main Street, China, China"
1915,2271,Market,Local Bazaar - China,"Main Street, China, China"
1916,2271,Temple,Cathedral - China,"Main Street, China, China"
1917,2271,Museum,Science Museum - China,"Main Street, China, China"
1918,2296,Market,Flea Market - Sanya,"Main Street, Sanya, China"
1919,2296,Market,Flea Market - Sanya,"Main Street, Sanya, China"
1920,2296,Beach,Sunset Cove - Sanya,"Main Street, Sanya, China"
1921,2296,Beach,Sunset Cove - Sanya,"Main Street, Sanya, China"
1922,2324,Market,Flea Market - Hongkong,"Main Street, Hongkong, Hong Kong"
1923,2324,Beach,Paradise Beach - Hongkong,"Main Street, Hongkong, Hong Kong"
1924,2324,Park,National Park - Hongkong,"Main Street, Hongkong, Hong Kong"
1925,2324,Temple,Ancient Temple - Hongkong,"Main Street, Hongkong, Hong Kong"
1926,2327,Temple,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong"
1927,2327,Temple,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong"
1928,2327,Museum,Science Museum - Wan Chai,"Main Street, Wan Chai, Hong Kong"
